"","ADM_scale","NAME","city_name","institution","institution_type","announcement_date","start_date","end_date","intervention_type","public_health_mobilization","Source_URL","gathering_size","notes","access_date","who_by","last_checked"
"665","ADM4","Rockdale","Conyers","Mayor","Government","2020-3-26",2020-03-26,NA,"gathering_size_limited",NA,"https://www.rockdalenewtoncitizen.com/news/conyers-orders-shelter-in-place-closure-of-non-essential-businesses/article_bc820486-6ed1-11ea-8869-671f68b0cf73.html","10",NA,"2020-03-25","DMO","2020-03-25"
"666","ADM5","Rockdale","Conyers","Mayor","Government","2020-03-26",2020-03-26,"2020-04-08","shelter_in_place",NA,"https://ocgnews.com/conyers-city-council-orders-shelter-place-closure-non-essential-businesses/",NA,NA,"2020-03-27","DMO","2020-03-27"
"667","ADM2","Schley",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","ARW","2020-03-23"
"668","ADM2","Schley",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"669","ADM2","Schley",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"670","ADM2","Schley",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"671","ADM2","Schley",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"672","ADM2","Screven",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,"https://ecphd.com/newsevents/",NA,NA,"2020-03-25","DMO","2020-03-25"
"673","ADM2","Screven",NA,NA,NA,NA,2020-03-16,"2020-03-17","no_contact_school",NA,"https://www.wtoc.com/2020/03/13/tattnall-county-schools-close-weeks-beginning-monday-march/",NA,NA,"2020-03-23","ARW","2020-03-23"
"674","ADM2","Screven",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"675","ADM2","Screven",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"676","ADM2","Screven",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"677","ADM2","Seminole",NA,NA,NA,NA,2020-03-13,"2020-04-13","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"678","ADM2","Seminole",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"679","ADM2","Seminole",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"680","ADM2","Seminole",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"681","ADM2","Seminole",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"682","ADM2","Spalding",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","ARW","2020-03-23"
"683","ADM2","Spalding",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"684","ADM2","Spalding",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"685","ADM2","Spalding",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"686","ADM2","Spalding",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"687","ADM2","Stephens",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","ARW","2020-03-23"
"688","ADM2","Stephens",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"689","ADM2","Stephens",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"690","ADM2","Stephens",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"691","ADM2","Stephens",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"692","ADM2","Stewart",NA,NA,NA,NA,2020-03-18,"2020-04-06","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","ARW","2020-03-23"
"693","ADM2","Stewart",NA,"County Commissioner","Government",NA,2020-03-24,"2020-04-13","state_of_emergency",NA,"https://www.wtvm.com/2020/03/24/local-health-state-emergency-declared-stewart-county-ga/",NA,NA,"2020-03-25","DMO","2020-03-25"
"694","ADM2","Stewart",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"695","ADM2","Stewart",NA,"County Commissioner","Government",NA,2020-03-24,NA,"prohibit_business",NA,"https://www.wtvm.com/2020/03/24/local-health-state-emergency-declared-stewart-county-ga/",NA,"Curfew 9P-6A","2020-03-25","DMO","2020-03-25"
"696","ADM2","Stewart",NA,"County Commissioner","Government",NA,2020-03-24,NA,"gathering_size_limited",NA,"https://www.wtvm.com/2020/03/24/local-health-state-emergency-declared-stewart-county-ga/","10",NA,"2020-03-25","DMO","2020-03-25"
"697","ADM2","Sumter",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","ARW","2020-03-23"
"698","ADM2","Sumter",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"699","ADM2","Sumter",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"700","ADM2","Sumter",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"701","ADM2","Sumter",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"702","ADM2","Talbot",NA,NA,NA,NA,2020-03-18,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"703","ADM2","Talbot",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"704","ADM2","Talbot",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"705","ADM2","Talbot",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"706","ADM2","Talbot",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"707","ADM2","Taliaferro",NA,NA,"Government",NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"708","ADM2","Taliaferro",NA,NA,"Government",NA,NA,NA,"shelter_in_place",NA,"https://ecphd.com/newsevents/",NA,NA,"2020-03-25","DMO","2020-03-25"
"709","ADM2","Taliaferro",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,"https://ecphd.com/newsevents/",NA,NA,"2020-03-25","DMO","2020-03-25"
"710","ADM2","Taliaferro",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,"https://ecphd.com/newsevents/",NA,NA,"2020-03-25","DMO","2020-03-25"
"711","ADM2","Taliaferro",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,"https://ecphd.com/newsevents/",NA,NA,"2020-03-25","DMO","2020-03-25"
"712","ADM2","Tattnall",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"713","ADM2","Tattnall",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"714","ADM2","Tattnall",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"715","ADM2","Tattnall",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"716","ADM2","Tattnall",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"717","ADM2","Taylor",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"718","ADM2","Taylor",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"719","ADM2","Taylor",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"720","ADM2","Taylor",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"721","ADM2","Taylor",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"722","ADM2","Telfair",NA,NA,"Government",NA,2020-03-12,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"723","ADM2","Telfair",NA,NA,"Government",NA,NA,NA,"shelter_in_place",NA,"http://southcentralhealth.info",NA,NA,"2020-03-25","DMO","2020-03-25"
"724","ADM2","Telfair",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,"http://southcentralhealth.info",NA,NA,"2020-03-25","DMO","2020-03-25"
"725","ADM2","Telfair",NA,NA,"Government",NA,NA,NA,"prohibit_business",NA,"http://southcentralhealth.info",NA,NA,"2020-03-25","DMO","2020-03-25"
"726","ADM2","Telfair",NA,NA,"Government",NA,NA,NA,"gathering_size_limited",NA,"http://southcentralhealth.info",NA,NA,"2020-03-25","DMO","2020-03-25"
"727","ADM2","Terrell",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"728","ADM2","Terrell",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"729","ADM2","Terrell",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"730","ADM2","Terrell",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"731","ADM2","Terrell",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"732","ADM2","Thomas",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"733","ADM2","Thomas",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,"https://www.timesenterprise.com/coronavirus/thomas-county-covid--cases-up-to/article_01380ecc-6d38-11ea-a734-bb47bba8d662.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"734","ADM2","Thomas",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,"https://www.timesenterprise.com/coronavirus/thomas-county-covid--cases-up-to/article_01380ecc-6d38-11ea-a734-bb47bba8d662.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"735","ADM2","Thomas",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,"https://www.timesenterprise.com/coronavirus/thomas-county-covid--cases-up-to/article_01380ecc-6d38-11ea-a734-bb47bba8d662.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"736","ADM2","Thomas",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,"https://www.timesenterprise.com/coronavirus/thomas-county-covid--cases-up-to/article_01380ecc-6d38-11ea-a734-bb47bba8d662.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"737","ADM2","Tift",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"738","ADM2","Tift",NA,"County Government","Government","2020-03-20",2020-03-21,"2020-04-04","state_of_emergency",NA,"https://www.walb.com/2020/03/23/tifton-issues-shelter-in-place-order-curfew/",NA,NA,"2020-03-25","DMO","2020-03-25"
"739","ADM2","Tift",NA,"County Government","Government","2020-03-21",2020-03-22,"2020-04-05","prohibit_business",NA,"https://www.walb.com/2020/03/23/tifton-issues-shelter-in-place-order-curfew/",NA,"Bars, nightclubs, hair & personal care salons","2020-03-25","DMO","2020-03-25"
"740","ADM2","Tift",NA,"County Government","Government","2020-03-22",2020-03-23,"2020-04-06","gathering_size_limited",NA,"https://www.walb.com/2020/03/23/tifton-issues-shelter-in-place-order-curfew/","10",NA,"2020-03-25","DMO","2020-03-25"
"741","ADM2","Tift",NA,"County Government","Government","2020-03-23",2020-03-24,"2020-04-07","shelter_in_place",NA,"https://www.walb.com/2020/03/23/tifton-issues-shelter-in-place-order-curfew/",NA,NA,"2020-03-25","DMO","2020-03-25"
"742","ADM2","Toombs",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"743","ADM2","Toombs",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"744","ADM2","Toombs",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"745","ADM2","Toombs",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"746","ADM2","Toombs",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"747","ADM2","Towns",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"748","ADM2","Towns",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"749","ADM2","Towns",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"750","ADM2","Towns",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"751","ADM2","Towns",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"752","ADM2","Treutlen",NA,NA,"Government",NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"753","ADM2","Treutlen",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,"http://southcentralhealth.info",NA,NA,"2020-03-25","DMO","2020-03-25"
"754","ADM2","Treutlen",NA,NA,"Government",NA,NA,NA,"prohibit_business",NA,"http://southcentralhealth.info",NA,NA,"2020-03-25","DMO","2020-03-25"
"755","ADM2","Treutlen",NA,NA,"Government",NA,NA,NA,"gathering_size_limited",NA,"http://southcentralhealth.info",NA,NA,"2020-03-25","DMO","2020-03-25"
"756","ADM2","Treutlen",NA,NA,"Government",NA,NA,NA,"shelter_in_place",NA,"http://southcentralhealth.info",NA,NA,"2020-03-25","DMO","2020-03-25"
"757","ADM2","Troup",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"758","ADM2","Troup",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"759","ADM2","Troup",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"760","ADM2","Troup",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"761","ADM2","Troup",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"762","ADM2","Turner",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"763","ADM2","Turner",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,"https://valdostatoday.com/news-2/local/2020/03/tift-turner-counties-see-first-coronavirus-cases/",NA,NA,"2020-03-25","DMO","2020-03-25"
"764","ADM2","Turner",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,"https://valdostatoday.com/news-2/local/2020/03/tift-turner-counties-see-first-coronavirus-cases/",NA,NA,"2020-03-25","DMO","2020-03-25"
"765","ADM2","Turner",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,"https://valdostatoday.com/news-2/local/2020/03/tift-turner-counties-see-first-coronavirus-cases/",NA,NA,"2020-03-25","DMO","2020-03-25"
"766","ADM2","Turner",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,"https://valdostatoday.com/news-2/local/2020/03/tift-turner-counties-see-first-coronavirus-cases/",NA,NA,"2020-03-25","DMO","2020-03-25"
"767","ADM2","Twiggs",NA,NA,NA,NA,2020-03-17,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"768","ADM2","Twiggs",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,"https://www.macon.com/news/coronavirus/article241409741.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"769","ADM2","Twiggs",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,"https://www.macon.com/news/coronavirus/article241409741.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"770","ADM2","Twiggs",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,"https://www.macon.com/news/coronavirus/article241409741.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"771","ADM2","Twiggs",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,"https://www.macon.com/news/coronavirus/article241409741.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"772","ADM2","Union",NA,NA,NA,NA,2020-03-17,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"773","ADM2","Union",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"774","ADM2","Union",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"775","ADM2","Union",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"776","ADM2","Union",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"777","ADM2","Upson",NA,NA,NA,NA,2020-03-13,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"778","ADM2","Upson",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,"https://www.upsoncountyga.org/CivicAlerts.aspx?AID=81",NA,NA,"2020-03-25","DMO","2020-03-25"
"779","ADM2","Upson",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,"https://www.upsoncountyga.org/CivicAlerts.aspx?AID=81",NA,NA,"2020-03-25","DMO","2020-03-25"
"780","ADM2","Upson",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,"https://www.upsoncountyga.org/CivicAlerts.aspx?AID=81",NA,NA,"2020-03-25","DMO","2020-03-25"
"781","ADM2","Upson",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,"https://www.upsoncountyga.org/CivicAlerts.aspx?AID=81",NA,NA,"2020-03-25","DMO","2020-03-25"
"782","ADM2","Walker",NA,NA,NA,NA,2020-03-17,"2020-04-03","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"783","ADM2","Walker",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"784","ADM2","Walker",NA,"County Commissioner","Government","2020-03-23",2020-03-23,NA,"prohibit_business",NA,"https://walkercountyga.gov/2020/03/23/walker-county-commissioner-issues-emergency-order-closing-dine-in-food-service-to-slow-the-spread-of-covid-19/",NA,NA,"2020-03-25","DMO","2020-03-25"
"785","ADM2","Walker",NA,"County Commissioner","Government","2020-03-23",2020-03-23,NA,"gathering_size_limited",NA,"https://walkercountyga.gov/2020/03/23/walker-county-commissioner-issues-emergency-order-closing-dine-in-food-service-to-slow-the-spread-of-covid-19/",NA,NA,"2020-03-25","DMO","2020-03-25"
"786","ADM2","Walker",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"787","ADM2","Walton",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"788","ADM2","Walton",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,"https://www.waltontribune.com/article_76db674e-6de9-11ea-91ed-0f3b7030c349.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"789","ADM2","Walton",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,"https://www.waltontribune.com/article_76db674e-6de9-11ea-91ed-0f3b7030c349.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"790","ADM2","Walton",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,"https://www.waltontribune.com/article_76db674e-6de9-11ea-91ed-0f3b7030c349.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"791","ADM2","Walton",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,"https://www.waltontribune.com/article_76db674e-6de9-11ea-91ed-0f3b7030c349.html",NA,NA,"2020-03-25","DMO","2020-03-25"
"792","ADM2","Ware",NA,NA,NA,NA,2020-03-17,"2020-04-10","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"793","ADM2","Ware",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,"http://www.waycrossga.com/dph-preparations-for-potential-spread-of-covid-19/",NA,NA,"2020-03-25","DMO","2020-03-25"
"794","ADM2","Ware",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,"http://www.waycrossga.com/dph-preparations-for-potential-spread-of-covid-19/",NA,NA,"2020-03-25","DMO","2020-03-25"
"795","ADM2","Ware",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,"http://www.waycrossga.com/dph-preparations-for-potential-spread-of-covid-19/",NA,NA,"2020-03-25","DMO","2020-03-25"
"796","ADM2","Ware",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,"http://www.waycrossga.com/dph-preparations-for-potential-spread-of-covid-19/",NA,NA,"2020-03-25","DMO","2020-03-25"
"797","ADM2","Warren",NA,NA,"Government",NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"798","ADM2","Warren",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,"https://www.whio.com/news/local/coronavirus-warren-county-health-officials-confirm-positive-covid-case/O6ewTjOiTJNfAAeYsEkRLO/",NA,NA,"2020-03-25","DMO","2020-03-25"
"799","ADM2","Warren",NA,NA,"Government",NA,NA,NA,"prohibit_business",NA,"https://www.whio.com/news/local/coronavirus-warren-county-health-officials-confirm-positive-covid-case/O6ewTjOiTJNfAAeYsEkRLO/",NA,NA,"2020-03-25","DMO","2020-03-25"
"800","ADM2","Warren",NA,NA,"Government",NA,NA,NA,"gathering_size_limited",NA,"https://www.whio.com/news/local/coronavirus-warren-county-health-officials-confirm-positive-covid-case/O6ewTjOiTJNfAAeYsEkRLO/",NA,NA,"2020-03-25","DMO","2020-03-25"
"801","ADM2","Warren",NA,NA,"Government",NA,NA,NA,"shelter_in_place",NA,"https://www.whio.com/news/local/coronavirus-warren-county-health-officials-confirm-positive-covid-case/O6ewTjOiTJNfAAeYsEkRLO/",NA,NA,"2020-03-25","DMO","2020-03-25"
"802","ADM2","Washington",NA,NA,NA,NA,2020-03-16,"2020-04-13","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"803","ADM2","Washington",NA,"Board of Commissioners","Government","2020-03-23",2020-03-23,NA,"state_of_emergency",NA,"https://www.13wmaz.com/article/news/health/coronavirus/washington-county-declares-state-of-emergency-issues-curfew-due-to-covid-19/93-ca4ea3a9-9250-4416-b7cb-67d7ca0330b6",NA,NA,"2020-03-25","DMO","2020-03-25"
"804","ADM2","Washington",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"805","ADM2","Washington",NA,"Board of Commissioners","Government","2020-03-23",2020-03-24,NA,"gathering_size_limited",NA,"https://www.13wmaz.com/article/news/health/coronavirus/washington-county-declares-state-of-emergency-issues-curfew-due-to-covid-19/93-ca4ea3a9-9250-4416-b7cb-67d7ca0330b6","10",NA,"2020-03-25","DMO","2020-03-25"
"806","ADM2","Washington",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"807","ADM2","Wayne",NA,NA,NA,NA,2020-03-17,"2020-04-13","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"808","ADM2","Wayne",NA,"County Administer","Government","2020-03-24",2020-03-25,"2020-04-06","state_of_emergency",NA,"https://www.waynecountyga.us/egov/documents/1585082616_66794.pdf",NA,NA,"2020-03-25","DMO","2020-03-25"
"809","ADM2","Wayne",NA,"County Administer","Government","2020-03-25",2020-03-26,"2020-04-07","prohibit_business",NA,"https://www.waynecountyga.us/egov/documents/1585082616_66794.pdf",NA,NA,"2020-03-25","DMO","2020-03-25"
"810","ADM2","Wayne",NA,"County Administer","Government","2020-03-26",2020-03-27,"2020-04-08","gathering_size_limited",NA,"https://www.waynecountyga.us/egov/documents/1585082616_66794.pdf",NA,NA,"2020-03-25","DMO","2020-03-25"
"811","ADM2","Wayne",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
"812","ADM2","Webster",NA,NA,NA,NA,2020-03-16,"2020-04-01","no_contact_school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,"2020-03-23","LJB","2020-03-23"
"813","ADM2","Webster",NA,NA,"Government",NA,NA,NA,"state_of_emergency",NA,NA,NA,NA,"2020-03-25","DMO","2020-03-25"
